ESTIMATIVAS DA POPULAÇÃO RESIDENTE NOS MUNICÍPIOS BRASILEIROS COM DATA DE REFERÊNCIA EM 1º DE JULHO DE 2024,,,,,
(UF),NOME DO MUNICÍPIO,POPULAÇÃO ESTIMADA
(PE),Itambé,"36,626"
(PE),Itapetim,"14,232"
(PE),Itapissuma,"29,463"
(PE),Itaquitinga,"17,109"
(PE),Jaboatão dos Guararapes,"683,285"
(PE),Jaqueira,"10,483"
(PE),Jataúba,"16,323"
(PE),Jatobá,"14,463"
(PE),João Alfredo,"28,903"
(PE),Joaquim Nabuco,"13,506"
(PE),Jucati,"11,975"
(PE),Jupi,"15,943"
(PE),Jurema,"14,027"
(PE),Lagoa do Carro,"18,708"
(PE),Lagoa de Itaenga,"19,915"
(PE),Lagoa do Ouro,"12,364"
(PE),Lagoa dos Gatos,"14,386"
(PE),Lagoa Grande,"24,952"
(PE),Lajedo,"41,786"
(PE),Limoeiro,"59,125"
(PE),Macaparana,"24,624"
(PE),Machados,"11,471"
(PE),Manari,"26,773"
(PE),Maraial,"9,432"
(PE),Mirandiba,"14,599"
(PE),Moreno,"57,647"
(PE),Nazaré da Mata,"32,153"
(PE),Olinda,"365,402"
(PE),Orobó,"22,438"
(PE),Orocó,"14,100"
(PE),Ouricuri,"68,329"
(PE),Palmares,"56,615"
(PE),Palmeirina,"7,154"
(PE),Panelas,"23,449"
(PE),Paranatama,"12,712"
(PE),Parnamirim,"19,028"
(PE),Passira,"29,719"
(PE),Paudalho,"59,638"
(PE),Paulista,"362,960"
(PE),Pedra,"23,605"
(PE),Pesqueira,"65,408"
(PE),Petrolândia,"35,991"
(PE),Petrolina,"414,083"
(PE),Poção,"10,805"
(PE),Pombos,"26,847"
(PE),Primavera,"14,351"
(PE),Quipapá,"17,974"
(PE),Quixaba,"6,755"
(PE),Recife,"1,587,707"
(PE),Riacho das Almas,"21,411"
(PE),Ribeirão,"34,255"
(PE),Rio Formoso,"20,460"
(PE),Sairé,"11,218"
(PE),Salgadinho,"5,620"
(PE),Salgueiro,"65,635"
(PE),Saloá,"14,173"
(PE),Sanharó,"18,933"
(PE),Santa Cruz,"14,320"
(PE),Santa Cruz da Baixa Verde,"11,933"
(PE),Santa Cruz do Capibaribe,"104,277"
(PE),Santa Filomena,"12,402"
(PE),Santa Maria da Boa Vista,"42,682"
(PE),Santa Maria do Cambucá,"14,533"
(PE),Santa Terezinha,"10,513"
(PE),São Benedito do Sul,"13,479"
(PE),São Bento do Una,"51,264"
(PE),São Caitano,"39,117"
(PE),São João,"24,772"
(PE),São Joaquim do Monte,"20,440"
(PE),São José da Coroa Grande,"19,468"
(PE),São José do Belmonte,"36,752"
(PE),São José do Egito,"32,491"
(PE),São Lourenço da Mata,"117,759"
(PE),São Vicente Férrer,"17,176"
(PE),Serra Talhada,"98,143"
(PE),Serrita,"18,759"
(PE),Sertânia,"34,269"
(PE),Sirinhaém,"39,233"
(PE),Moreilândia,"10,849"
(PE),Solidão,"5,403"
(PE),Surubim,"67,515"
(PE),Tabira,"29,093"
(PE),Tacaimbó,"14,277"
(PE),Tacaratu,"24,803"
(PE),Tamandaré,"24,534"
(PE),Taquaritinga do Norte,"25,497"
(PE),Terezinha,"6,857"
(PE),Terra Nova,"9,221"
(PE),Timbaúba,"47,575"
(PE),Toritama,"43,636"
(PE),Tracunhaém,"14,393"
(PE),Trindade,"32,086"
(PE),Triunfo,"15,142"
(PE),Tupanatinga,"27,009"
(PE),Tuparetama,"8,252"
(PE),Venturosa,"17,609"
(PE),Verdejante,"9,474"
(PE),Vertente do Lério,"7,782"
(PE),Vertentes,"22,955"
(PE),Vicência,"27,297"
(PE),Vitória de Santo Antão,"143,799"
(PE),Xexéu,"11,791"
(AL),Água Branca,"19,550"
(AL),Anadia,"14,193"
(AL),Arapiraca,"243,661"
(AL),Atalaia,"38,530"
(AL),Barra de Santo Antônio,"16,735"
(AL),Barra de São Miguel,"8,118"
(AL),Batalha,"17,103"
(AL),Belém,"4,820"
(AL),Belo Monte,"5,898"
(AL),Boca da Mata,"21,517"
(AL),Branquinha,"9,786"
(AL),Cacimbinhas,"10,701"
(AL),Cajueiro,"16,605"
(AL),Campestre,"6,807"
(AL),Campo Alegre,"32,714"
(AL),Campo Grande,"8,293"
(AL),Canapi,"15,743"
(AL),Capela,"15,068"
(AL),Carneiros,"9,200"
(AL),Chã Preta,"6,010"
(AL),Coité do Nóia,"11,036"
(AL),Colônia Leopoldina,"15,949"
(AL),Coqueiro Seco,"5,700"
(AL),Coruripe,"51,788"
(AL),Craíbas,"26,115"
(AL),Delmiro Gouveia,"52,809"
(AL),Dois Riachos,"9,906"
(AL),Estrela de Alagoas,"15,701"
(AL),Feira Grande,"23,191"
(AL),Feliz Deserto,"4,038"
(AL),Flexeiras,"9,767"
(AL),Girau do Ponciano,"37,335"
(AL),Ibateguara,"13,992"
(AL),Igaci,"24,452"
(AL),Igreja Nova,"22,125"
(AL),Inhapi,"15,417"
(AL),Jacaré dos Homens,"5,182"
(AL),Jacuípe,"5,432"
(AL),Japaratinga,"9,443"
(AL),Jaramataia,"5,075"
(AL),Jequiá da Praia,"9,625"
(AL),Joaquim Gomes,"17,386"
(AL),Jundiá,"4,176"
